Car_Name,Make,Model,Make_Year,Color,Body_Type,Mileage_Run,No_of_Owners,Seating_Capacity,Fuel_Type,Fuel_Tank_Capacity(L),Engine_Type,CC_Displacement,Transmission,Transmission_Type,Power(BHP),Torque(Nm),Mileage(kmpl),Emission,Price
Toyota Etios Liva [2010-2017] V,Toyota,Etios Liva,2012,silver,hatchback,42200,2nd,5,petrol,45,"4-Cylinder 16V, DOHC",1496,5-Speed,Manual,79,104,17.71,BS IV,"4,23,000"
Toyota Etios Liva [2010-2017] V,Toyota,Etios Liva,2012,silver,hatchback,42200,2nd,5,petrol,45,"4-Cylinder 16V, DOHC",1496,5-Speed,Manual,79,104,17.71,BS IV,"4,23,000"
Hyundai Verna [2017-2020] 1.6 VTVT SX (O) AT,Hyundai,Verna,2017,white,sedan,48583,1st,5,petrol,45,VTVT Petrol Engine,1591,6-Speed,Automatic,121.3,151,17,BS V,"11,00,000"
Hyundai i10 [2010-2016] Sportz Petrol,Hyundai,i10,2014,grey,hatchback,98109,1st,5,petrol,35,DOHC Kappa2 Engine,1197,5-Speed,Manual,78.9,111.8,20.36,BS III,"4,11,000"
Hyundai i10 [2010-2016] Magna 1.2 Petrol,Hyundai,i10,2011,red,hatchback,70581,2nd,5,petrol,35,Kappa Petrol Engine,1197,5-Speed,Manual,78.9,111.7,20.36,BS III,"3,40,000"
Maruti Suzuki Alto K10 [2014-2019] VXi,Maruti Suzuki,Alto K10,2018,red,hatchback,64194,1st,5,petrol,35,K10B,998,5-Speed,Manual,67,90,24.07,BS V,"4,05,000"
Renault Duster [2015-2016] 85 PS RXL EXPLORE,Renault,Duster,2015,white,suv,87057,1st,5,diesel,50,dCi THP Diesel Engine,1461,5-Speed,Manual,83.8,200,19.87,BS III,"7,38,000"
Hyundai Santro Xing [2007-2014] GLS,Hyundai,Santro Xing,2012,white,hatchback,23227,1st,5,petrol,35,Petrol Engine,1086,5-Speed,Manual,62.1,96.1,17.92,BS IV,"3,65,000"
MG Motors Hector 1.5 Sharp DCT AT,MG Motors,Hector,2019,black,suv,24564,1st,5,petrol,60,FWD,1451,6-Speed,Automatic,141,250,13.96,BS IV,"17,00,000"
Maruti Suzuki Ritz [2009-2012] VXI,Maruti Suzuki,Ritz,2012,red,hatchback,39719,1st,5,petrol,45,KB Series,1197,5-Speed,Manual,85,113,18.5,BS IV,"4,22,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,white,suv,51686,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,"19,58,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,white,suv,51686,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,"19,58,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,white,suv,51686,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,"19,58,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,white,suv,51686,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,"19,58,000"
Renault Duster [2015-2019] 110 PS RXZ 4X2 MT,Renault,Duster,2018,bronze,suv,57995,1st,5,diesel,50,1.5 dCI K9K THP Diesel engine,1461,6-Speed,Manual,108,248,19.6,BS V,"10,19,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,32604,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,"19,78,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,32604,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,"19,78,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,32604,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,"19,78,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2020,red,suv,32604,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,"19,78,000"
Maruti Suzuki Ritz [2009-2012] VXI,Maruti Suzuki,Ritz,2012,silver,hatchback,46627,1st,5,petrol,45,KB Series,1197,5-Speed,Manual,85,113,18.5,BS IV,"4,12,000"
Honda City V,Honda,City,2017,grey,sedan,45868,1st,5,petrol,40,i VTEC Engine,1497,5-Speed,Manual,117.6,145,17.4,BS IV,"8,78,000"
Maruti Suzuki Ritz [2012-2017] Vxi,Maruti Suzuki,Ritz,2013,brown,hatchback,68876,1st,5,petrol,43,inline 4 cylinder petrol engine,1197,5-Speed,Manual,85,113,18.5,BS IV,"4,29,000"
Ford EcoSport [2013-2015] Titanium 1.5L Ti-VCT AT,Ford,EcoSport,2013,white,suv,47068,1st,5,petrol,52,1.5L Ti-VCT (Petrol),1499,6-Speed,Automatic,109,140,16.5,BS III,"7,08,000"
Ford EcoSport [2013-2015] Titanium 1.0L Ecoboost,Ford,EcoSport,2014,white,suv,48060,1st,5,petrol,52,Ecoboost Petrol Engine,999,5-Speed,Manual,123.37,170,18.88,BS III,"6,78,000"
Maruti Suzuki Alto K10 [2014-2019] VXi (O),Maruti Suzuki,Alto K10,2016,orange,hatchback,80307,2nd,5,petrol,35,K10B,998,5-Speed,Manual,67,90,24.07,BS V,"3,26,000"
Maruti Suzuki Alto K10 [2010-2014] VXi,Maruti Suzuki,Alto K10,2013,red,hatchback,29217,1st,5,petrol,35,K Series Petrol Engine,998,5-Speed,Manual,67.1,90,20.92,BS IV,"3,36,000"
MG Motors Hector 1.5 Hybrid Smart,MG Motors,Hector,2019,black,suv,28787,1st,5,petrol,60,FWD,1451,6-Speed,Automatic,141,250,15.81,BS IV,"15,89,000"
Maruti Suzuki Omni [2011-2019] E 8 STR BS-IV,Maruti Suzuki,Omni,2014,silver,muv,57964,2nd,8,petrol,36,"4 stroke cycle, Water cooled",796,4-Speed,Manual,34,59,16.8,BS V,"3,35,000"
Maruti Suzuki Ritz [2009-2012] VXI,Maruti Suzuki,Ritz,2011,grey,hatchback,54318,2nd,5,petrol,45,KB Series,1197,5-Speed,Manual,85,113,18.5,BS IV,"3,68,000"
Hyundai i10 [2010-2016] Sportz Petrol,Hyundai,i10,2014,grey,hatchback,55319,1st,5,petrol,35,DOHC Kappa2 Engine,1197,5-Speed,Manual,78.9,111.8,20.36,BS III,"4,39,000"
Ford EcoSport [2017-2020] Titanium + 1.5L Ti-VCT AT,Ford,EcoSport,2018,silver,suv,39105,1st,5,petrol,52,Ti-VCT Petrol Engine,1496,6-Speed,Automatic,120.69,149,14.7,BS V,"10,66,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2021,white,suv,49279,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,"19,84,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2021,white,suv,49279,1st,5,diesel,60,FWD,1596,5-Speed,Manual,167.68,350,17.41,BS IV,"19,84,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2021,white,suv,49279,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,"19,84,000"
MG Motors Hector 2.0 Sharp,MG Motors,Hector,2021,white,suv,49279,1st,5,diesel,60,FWD,1956,6-Speed,Manual,167.68,350,17.41,BS IV,"19,84,000"
Hyundai Santro Xing [2007-2014] GLS,Hyundai,Santro Xing,2011,maroon,hatchback,57259,2nd,5,petrol,35,Petrol Engine,1086,5-Speed,Manual,62.1,96.1,17.92,BS IV,"3,28,000"
Mahindra XUV500 [2011-2015] W8,Mahindra,XUV500,2015,silver,suv,66820,2nd,7,diesel,70,4 cylinder mHawk CRDe diesel engine,2179,6-Speed,Manual,140,330,15.1,BS III,"10,55,000"
Ford Figo Aspire [2015-2019] Titanium 1.2 Ti-VCT,Ford,Figo Aspire,2018,blue,sedan,21089,1st,5,petrol,42,Ti-VCT Petrol Engine,1194,5-Speed,Manual,94.93,119,18.5,BS V,"5,55,000"
Maruti Suzuki Celerio [2014-2021] VXi AMT,Maruti Suzuki,Celerio,2014,blue,hatchback,7779,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,BS IV,"4,34,000"
Hyundai i10 [2010-2016] Sportz AT Petrol,Hyundai,i10,2011,red,hatchback,48267,2nd,5,petrol,35,DOHC Kappa2 Engine,1197,4-Speed,Automatic,78.9,111.8,16.95,BS III,"3,48,000"
Maruti Suzuki Swift [2011-2017] ZDi,Maruti Suzuki,Swift,2014,grey,hatchback,48079,1st,5,diesel,42,DDiS Diesel Engine,1248,5-Speed,Manual,74,190,22.9,BS IV,"5,56,000"
Hyundai Grand i10 [2013-2017] Asta 1.2 Kappa VTVT,Hyundai,Grand i10,2014,orange,hatchback,42290,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82,114,18.9,BS IV,"4,47,000"
Volkswagen Polo [2014-2020] Highline 1.5 (D),Volkswagen,Polo,2014,blue,hatchback,54723,1st,5,diesel,45,TDI Diesel Engine,1498,5-Speed,Automatic,88,230,20.18,BS V,"5,69,000"
Renault Kwid RXT,Renault,Kwid,2019,white,hatchback,23160,1st,5,petrol,28,0.8L,799,5-Speed,Automatic,53,72,20.71,BS IV,"4,28,000"
Hyundai i20 [2012-2014] Sportz 1.2,Hyundai,i20,2012,white,hatchback,41191,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82.85,113,18.5,BS IV,"4,55,000"
Renault Duster [2015-2019] 110 PS RXZ 4X2 AMT,Renault,Duster,2018,grey,suv,18005,1st,5,diesel,50,dCi THP Diesel Engine,1461,6-Speed,Manual,108.45,245,19.6,BS V,"11,64,000"
Honda City [2017-2020] ZX CVT,Honda,City,2017,white,sedan,34480,1st,5,petrol,40,i VTEC Engine,1196,5-Speed,Automatic,117.6,145,18,BS V,"11,78,000"
Honda Amaze [2018-2021] 1.2 VX i-VTEC,Honda,Amaze,2019,brown,sedan,20604,1st,5,petrol,35,i-VTEC Petrol Engine,1199,5-Speed,Manual,88.76,110,18.6,BS IV,"7,65,000"
Renault Kiger RXZ MT Dual Tone,Renault,Kiger,2021,grey,suv,9015,1st,5,petrol,40,1.0L Energy,1298,5-Speed,Automatic,71,96,19.7,BS IV,"8,85,000"
Hyundai Elite i20 [2014-2018] Sportz 1.2,Hyundai,Elite i20,2016,red,hatchback,56348,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.6,BS IV,"6,58,000"
Honda City [2017-2020] ZX CVT,Honda,City,2018,brown,sedan,16006,1st,5,petrol,40,i VTEC Engine,1196,5-Speed,Automatic,117.6,145,18,BS V,"12,40,000"
Hyundai Elite i20 [2018-2020] Asta 1.2,Hyundai,Elite i20,2018,white,hatchback,27617,1st,5,petrol,45,"1.2 Kappa petrol with dual VTVT, 16 Valves, 4 Cylinder",1197,5-Speed,Automatic,82,115,18.6,BS V,"7,52,000"
Maruti Suzuki Baleno [2019-2022] Alpha AT Petrol,Maruti Suzuki,Baleno,2019,grey,hatchback,17246,1st,5,petrol,37,1.2L VVT Engine,1596,5-Speed,Manual,81.8,113,21.01,BS V,"8,69,000"
Maruti Suzuki Baleno [2019-2022] Alpha AT Petrol,Maruti Suzuki,Baleno,2019,grey,hatchback,17246,1st,5,petrol,37,1.2L VVT Engine,1596,5-Speed,Manual,81.8,113,21.01,BS V,"8,69,000"
Maruti Suzuki Baleno [2019-2022] Alpha AT Petrol,Maruti Suzuki,Baleno,2019,grey,hatchback,17246,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"8,69,000"
Maruti Suzuki Baleno [2019-2022] Alpha AT Petrol,Maruti Suzuki,Baleno,2019,grey,hatchback,17246,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"8,69,000"
Ford EcoSport [2017-2020] Titanium + 1.5L Ti-VCT AT,Ford,EcoSport,2017,brown,suv,73428,1st,5,petrol,52,Ti-VCT Petrol Engine,1496,6-Speed,Automatic,120.69,149,14.7,BS V,"8,33,000"
Hyundai Verna [2017-2020] 1.6 VTVT SX (O) AT,Hyundai,Verna,2018,brown,sedan,25198,1st,5,petrol,45,VTVT Petrol Engine,1591,6-Speed,Automatic,121.3,151,17,BS V,"11,71,000"
Honda Amaze [2018-2021] 1.2 VX i-VTEC,Honda,Amaze,2020,white,sedan,7981,1st,5,petrol,35,i-VTEC Petrol Engine,1199,5-Speed,Manual,88.76,110,18.6,BS IV,"8,40,000"
Hyundai i20 Active [2015-2020] 1.4 SX (O),Hyundai,i20 Active,2016,white,crossover,65232,2nd,5,diesel,45,1.4 U II 6 Speed Manual Transmission,1396,6-Speed,Automatic,89,220,21.19,BS V,"7,06,000"
Chevrolet Beat [2009-2014] PS Petrol,Chevrolet,Beat,2013,grey,hatchback,52501,1st,5,petrol,35,S-TEC II,1199,5-Speed,Manual,79,108,18.6,BS IV,"2,73,000"
Hyundai Elite i20 [2014-2018] Asta 1.2,Hyundai,Elite i20,2015,grey,hatchback,91933,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.6,BS IV,"6,03,000"
Hyundai Grand i10 [2017-2020] Magna 1.2 Kappa VTVT,Hyundai,Grand i10,2017,silver,hatchback,39437,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Automatic,81.86,113.75,18.9,BS V,"5,21,000"
Maruti Suzuki Dzire [2017-2020] VDI,Maruti Suzuki,Dzire,2018,white,sedan,50664,1st,5,diesel,37, DDiS Diesel Engine,1248,5-Speed,Automatic,74,190,28.4,BS V,"7,64,000"
Mahindra XUV500 [2015-2018] W10,Mahindra,XUV500,2015,white,suv,60985,1st,7,diesel,70,4 cylinder mHawk CRDe diesel engine,2179,6-Speed,Manual,140,330,16,BS IV,"12,66,000"
Hyundai Venue SX 1.0  Turbo,Hyundai,Venue,2020,blue,suv,37005,1st,5,petrol,45,Kappa 1.0 L Turbo GDi Petrol,998,6-Speed,Manual,118.35,171.6,18.27,BS IV,"10,30,000"
Maruti Suzuki Celerio [2014-2021] ZXi AMT,Maruti Suzuki,Celerio,2015,white,hatchback,23217,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,BS IV,"5,11,000"
Maruti Suzuki Alto K10 [2014-2019] VXI AMT (O),Maruti Suzuki,Alto K10,2017,grey,hatchback,46289,2nd,5,petrol,35,K Series Petrol Engine,1798,5-Speed,Manual,67.1,90,23.95,BS V,"3,89,000"
Renault Duster [2015-2019] 110 PS RXZ 4X2 AMT,Renault,Duster,2018,red,suv,23783,1st,5,diesel,50,dCi THP Diesel Engine,1461,6-Speed,Manual,108.45,245,19.6,BS V,"11,37,000"
Honda City [2014-2017] SV,Honda,City,2014,brown,sedan,55410,2nd,5,petrol,40,Front Wheel Drive,1497,5-Speed,Manual,117.3,145,17.8,BS IV,"5,63,000"
Hyundai Xcent [2014-2017] S Petrol,Hyundai,Xcent,2014,blue,sedan,38147,1st,5,petrol,43,1.2 Kappa Dual VTVT Petrol,1197,5-Speed,Manual,81,114,19.1,BS IV,"4,65,000"
Kia Seltos GTX Plus DCT,Kia,Seltos,2019,white,suv,23801,1st,5,petrol,50,Smartstream G1.4 T-GDi,1353,7-Speed,Manual,138,242,16.8,BS IV,"17,08,000"
Maruti Suzuki Baleno [2015-2019] Zeta Petrol,Maruti Suzuki,Baleno,2018,blue,hatchback,16123,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"7,51,000"
Maruti Suzuki Alto 800 [2012-2016] LXI Anniversary Edition,Maruti Suzuki,Alto 800,2013,purple,hatchback,22801,1st,5,petrol,35,F8D,1596,5-Speed,Automatic,48,69,22.74,BS III,"3,06,000"
Maruti Suzuki Alto 800 [2012-2016] LXI Anniversary Edition,Maruti Suzuki,Alto 800,2013,purple,hatchback,22801,1st,5,petrol,35,F8D,1596,5-Speed,Automatic,48,69,22.74,BS III,"3,06,000"
Maruti Suzuki Alto 800 [2012-2016] LXI Anniversary Edition,Maruti Suzuki,Alto 800,2013,purple,hatchback,22801,1st,5,petrol,35,F8D,1496,5-Speed,Manual,48,69,22.74,BS III,"3,06,000"
Maruti Suzuki Alto 800 [2012-2016] LXI Anniversary Edition,Maruti Suzuki,Alto 800,2013,purple,hatchback,22801,1st,5,petrol,35,F8D,1496,5-Speed,Manual,48,69,22.74,BS III,"3,06,000"
Maruti Suzuki Baleno [2015-2019] Alpha Petrol,Maruti Suzuki,Baleno,2018,blue,hatchback,16373,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"7,71,000"
Maruti Suzuki Ciaz [2014-2017] ZXi AT,Maruti Suzuki,Ciaz,2016,red,sedan,31207,1st,5,petrol,43, K 14B VVT,1373,4-Speed,Automatic,91,130,19.12,BS IV,"8,23,000"
Ford EcoSport [2017-2020] Titanium + 1.5L Ti-VCT AT,Ford,EcoSport,2019,white,suv,60197,1st,5,petrol,52,Ti-VCT Petrol Engine,1496,6-Speed,Automatic,120.69,149,14.7,BS V,"9,80,000"
Honda City [2008-2013] V,Honda,City,2013,red,sedan,73382,1st,5,petrol,42,"1.5L, SOHC, 4-cylinder, i-VTEC",1497,5-Speed,Manual,118,146,17,BS IV,"5,71,000"
Maruti Suzuki Baleno [2015-2019] Delta Petrol,Maruti Suzuki,Baleno,2016,blue,hatchback,62811,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"6,14,000"
Hyundai i20 Active [2015-2020] 1.2 SX,Hyundai,i20 Active,2018,silver,crossover,29086,1st,5,petrol,45,1.2L Kappa 5 Speed Manual Transmission,1197,5-Speed,Automatic,82,115,17.19,BS V,"8,43,000"
Renault Kwid [2015-2019] RXT,Renault,Kwid,2018,red,hatchback,12582,1st,5,petrol,28,Petrol Engine,799,5-Speed,Manual,53.3,72,25.12,BS V,"4,10,000"
Hyundai Eon [2011-2018] Sportz,Hyundai,Eon,2017,white,hatchback,40158,1st,5,petrol,32,Petrol Engine,814,5-Speed,Manual,55.2,74.5,21.1,BS IV,"4,27,000"
Hyundai i20 [2012-2014] Sportz 1.2,Hyundai,i20,2013,bronze,hatchback,50665,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,82.85,113,18.5,BS IV,"4,84,000"
Hyundai Verna [2011-2015] Fluidic 1.6 VTVT SX Opt,Hyundai,Verna,2013,white,sedan,42283,1st,5,petrol,43,Front Wheel Drive,1582,5-Speed,Automatic,121,158,17.01,BS III,"6,22,000"
Maruti Suzuki Celerio [2014-2021] VXI (O),Maruti Suzuki,Celerio,2017,silver,hatchback,79767,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,BS IV,"4,23,000"
Maruti Suzuki Ciaz Alpha(Petrol),Maruti Suzuki,Ciaz,2018,blue,sedan,48524,1st,5,petrol,43,k14B VVT Engine,1373,5-Speed,Manual,91.1,130,20.73,BS IV,"8,12,000"
Maruti Suzuki S-Presso VXI+,Maruti Suzuki,S-Presso,2021,silver,hatchback,4704,1st,5,petrol,27,K10B Petrol Engine,998,5-Speed,Manual,67,90,21.01,BS IV,"5,49,000"
Maruti Suzuki Celerio [2014-2021] ZXi AMT,Maruti Suzuki,Celerio,2016,red,hatchback,44272,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,BS IV,"5,25,000"
Hyundai Xcent [2017-2019] SX Petrol,Hyundai,Xcent,2018,grey,sedan,14197,1st,5,petrol,43,1.2L Kappa Dual VTVT Petr,1197,5-Speed,Manual,81.86,113.75,20.14,BS V,"7,09,000"
Hyundai Elite i20 [2014-2018] Asta 1.2,Hyundai,Elite i20,2017,blue,hatchback,57359,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.6,BS IV,"7,44,000"
Honda City V,Honda,City,2019,brown,sedan,13791,1st,5,petrol,40,i VTEC Engine,1497,5-Speed,Manual,117.6,145,17.4,BS IV,"9,82,000"
Maruti Suzuki Vitara Brezza [2016-2020] ZDI PLUS Dual Tone,Maruti Suzuki,Vitara Brezza,2016,yellow,suv,76060,1st,5,diesel,48,DDiS 200 Diesel Engine,1248,5-Speed,Automatic,88.5,200,24.3,BS V,"8,81,000"
Tata Altroz XZ 1.2,Tata,Altroz,2021,white,hatchback,5389,1st,5,petrol,37,1.2 L Revotron,1199,5-Speed,Manual,84.82,113,19.05,BS IV,"8,34,000"
Mahindra Scorpio [2014-2017] S4 Plus,Mahindra,Scorpio,2015,black,suv,64338,1st,7,diesel,60,4 cylinder mHawk CRDe diesel engine,2179,5-Speed,Manual,120,280,15.4,BS IV,"9,16,000"
Honda Amaze 1.2 VX CVT i-VTEC,Honda,Amaze,2019,brown,sedan,17691,1st,5,petrol,35,i-VTEC Petrol Engine,1199,5-Speed,Manual,88.76,110,18.6,BS IV,"8,80,000"
Tata Punch Creative Dual Tone,Tata,Punch,2022,white,suv,19734,1st,5,petrol,37,1.2 Revotron,1199,5-Speed,Automatic,84,113,18.9,BS IV,"8,71,000"
Hyundai Grand i10 [2017-2020] Sportz (O) 1.2 kappa VTVT,Hyundai,Grand i10,2017,silver,hatchback,16150,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,5-Speed,Automatic,81.86,113.75,18.9,BS V,"5,94,000"
Hyundai Verna SX Opt Petrol,Hyundai,Verna,2021,silver,sedan,21557,1st,5,petrol,45,1.5 l MPi,1497,6-Speed,Automatic,113,144,17.7,BS IV,"13,66,000"
Toyota Glanza [2019-2022] G,Toyota,Glanza,2020,white,hatchback,30130,1st,5,petrol,37,Petrol Engine,1596,5-Speed,Manual,81.8,113,21.01,BS V,"7,85,000"
Toyota Glanza [2019-2022] G,Toyota,Glanza,2020,white,hatchback,30130,1st,5,petrol,37,Petrol Engine,1596,5-Speed,Manual,81.8,113,21.01,BS V,"7,85,000"
Toyota Glanza [2019-2022] G,Toyota,Glanza,2020,white,hatchback,30130,1st,5,petrol,37,Petrol Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"7,85,000"
Toyota Glanza [2019-2022] G,Toyota,Glanza,2020,white,hatchback,30130,1st,5,petrol,37,Petrol Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"7,85,000"
Maruti Suzuki Baleno [2019-2022] Delta Petrol,Maruti Suzuki,Baleno,2019,blue,hatchback,24618,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"7,18,000"
Maruti Suzuki Baleno [2019-2022] Delta Petrol,Maruti Suzuki,Baleno,2020,blue,hatchback,4337,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"7,49,000"
Maruti Suzuki Alto K10 [2014-2019] VXi,Maruti Suzuki,Alto K10,2015,red,hatchback,74114,2nd,5,petrol,35,K10B,998,5-Speed,Manual,67,90,24.07,BS V,"3,20,000"
Hyundai Creta [2015-2018] 1.6 SX Plus Petrol,Hyundai,Creta,2016,white,suv,52631,3rd,5,petrol,60,Petrol Dual VTVT,1591,6-Speed,Manual,122,154,15.29,BS IV,"8,60,000"
Maruti Suzuki Dzire ZXI,Maruti Suzuki,Dzire,2021,blue,sedan,5744,1st,5,petrol,37,1.2 Litre Petrol Engine,1197,5-Speed,Manual,88.5,113,23.26,BS IV,"7,99,000"
Maruti Suzuki Wagon R 1.2 [2019-2022] ZXI,Maruti Suzuki,Wagon R 1.2,2019,silver,hatchback,18988,1st,5,petrol,32,K12M Petrol Engine,1197,5-Speed,Manual,81.8,113,20.52,BS V,"6,25,000"
Maruti Suzuki Alto 800 Vxi,Maruti Suzuki,Alto 800,2019,grey,hatchback,18066,1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.3,69,22.05,BS IV,"4,11,000"
Maruti Suzuki Swift [2011-2017] VDi,Maruti Suzuki,Swift,2014,silver,hatchback,74660,2nd,5,diesel,43,DDiS Diesel Engine,1248,5-Speed,Manual,74,190,22.9,BS IV,"5,40,000"
Maruti Suzuki Baleno [2019-2022] Alpha Petrol,Maruti Suzuki,Baleno,2019,white,hatchback,32801,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"8,22,000"
Maruti Suzuki Dzire [2017-2020] ZXi Plus AMT,Maruti Suzuki,Dzire,2018,white,sedan,46517,1st,5,petrol,37,1.2 Litre Petrol Engine,1696,5-Speed,Automatic,88.5,113,24.12,BS V,"7,84,000"
Hyundai Venue [2019-2022] SX Plus 1.0 Turbo DCT,Hyundai,Venue,2019,blue,suv,44781,1st,5,petrol,45,Kappa 1.0 L Turbo GDi Petrol,998,7-Speed,Manual,118.35,171.6,18.15,BS V,"11,65,000"
Maruti Suzuki Omni [2011-2019] E 8 STR BS-IV,Maruti Suzuki,Omni,2019,blue,muv,27409,1st,8,petrol,36,"4 stroke cycle, Water cooled",796,4-Speed,Manual,34,59,16.8,BS V,"3,96,000"
Hyundai Elite i20 [2018-2020] Sportz Plus 1.2,Hyundai,Elite i20,2019,blue,hatchback,23505,1st,5,petrol,40,Kappa VTVT Petrol Engine,1197,5-Speed,Automatic,81.86,117,18.6,BS V,"7,70,000"
Maruti Suzuki S-Presso VXI+,Maruti Suzuki,S-Presso,2021,red,hatchback,34872,1st,5,petrol,27,K10B Petrol Engine,998,5-Speed,Manual,67,90,21.01,BS IV,"5,15,000"
Maruti Suzuki Alto 800 Vxi Plus,Maruti Suzuki,Alto 800,2020,red,hatchback,7401,1st,5,petrol,35,F8D Petrol Engine,796,5-Speed,Manual,47.3,69,22.05,BS IV,"4,26,000"
Hyundai Grand i10 [2013-2017] Asta AT 1.2 Kappa VTVT,Hyundai,Grand i10,2014,orange,hatchback,51531,1st,5,petrol,43,Kappa VTVT Petrol Engine,1197,4-Speed,Automatic,82,114,18.9,BS IV,"5,41,000"
Hyundai Eon [2011-2018] Era + SE,Hyundai,Eon,2017,white,hatchback,40187,1st,5,petrol,32,Petrol Engine,814,5-Speed,Manual,55.2,74.5,21.1,BS IV,"3,90,000"
Renault Duster [2015-2019] 85 PS RXZ 4X2 MT,Renault,Duster,2017,bronze,suv,77127,2nd,5,diesel,50,1.5 dCI K9K THP Diesel engine,1461,5-Speed,Manual,84,200,19.87,BS V,"8,10,000"
Ford EcoSport [2015-2017] Titanium + 1.5L TDCi,Ford,EcoSport,2017,grey,suv,31080,1st,5,diesel,52,1.5L DV5 (Diesel),1498,5-Speed,Manual,99,205,22.7,BS IV,"9,32,000"
Maruti Suzuki Baleno [2019-2022] Alpha Petrol,Maruti Suzuki,Baleno,2019,blue,hatchback,28967,1st,5,petrol,37,1.2L VVT Engine,1197,5-Speed,Manual,81.8,113,21.01,BS V,"7,92,000"
Hyundai Creta [2015-2018] 1.6 SX Plus Auto Petrol,Hyundai,Creta,2017,white,suv,69302,1st,5,petrol,60,Petrol Dual VTVT,1591,6-Speed,Manual,122,154,15.29,BS IV,"12,38,000"
Hyundai Elite i20 [2018-2020] Magna Plus 1.2,Hyundai,Elite i20,2020,red,hatchback,14502,1st,5,petrol,40,Kappa VTVT Petrol Engine,1197,5-Speed,Automatic,81.86,117,18.6,BS V,"7,69,000"
Hyundai Elite i20 [2014-2018] Asta 1.2,Hyundai,Elite i20,2014,blue,hatchback,38213,1st,5,petrol,45,Kappa VTVT Petrol Engine,1197,5-Speed,Manual,81.83,114.7,18.6,BS IV,"6,35,000"
Maruti Suzuki Celerio [2014-2021] VXi AMT (O),Maruti Suzuki,Celerio,2016,white,hatchback,54635,1st,5,petrol,35,K10B,998,5-Speed,Automatic,67.04,90,23.1,BS IV,"4,81,000"
